timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703106359407,4,Character change,200,OK,Thread Group 1-38,text,true,,266,285,4,4,http://localhost:3001/character/5,4,0,0
1703106359404,8,Get characters,200,OK,Thread Group 1-41,text,true,,413,126,4,4,http://localhost:3001/characters,8,0,1
1703106359411,3,Deletion,200,OK,Thread Group 1-39,text,true,,249,213,4,4,http://localhost:3001/character/4,3,0,0
1703106359410,5,Character creation,200,OK,Thread Group 1-40,text,true,,264,284,3,3,http://localhost:3001/character,5,0,0
1703106359412,4,Deletion,200,OK,Thread Group 1-38,text,true,,249,213,3,3,http://localhost:3001/character/4,4,0,0
1703106359412,4,Character by id,200,OK,Thread Group 1-41,text,true,,257,127,2,2,http://localhost:3001/character/1,4,0,0
1703106359415,2,Character change,200,OK,Thread Group 1-40,text,true,,266,285,2,2,http://localhost:3001/character/5,2,0,0
1703106359416,3,Character creation,200,OK,Thread Group 1-41,text,true,,264,284,3,3,http://localhost:3001/character,3,0,0
1703106359417,3,Deletion,200,OK,Thread Group 1-40,text,true,,249,213,3,3,http://localhost:3001/character/4,3,0,0
1703106359419,2,Character change,200,OK,Thread Group 1-41,text,true,,266,285,2,2,http://localhost:3001/character/5,2,0,0
1703106359419,3,Get characters,200,OK,Thread Group 1-42,text,true,,385,126,2,2,http://localhost:3001/characters,3,0,0
1703106359421,3,Deletion,200,OK,Thread Group 1-41,text,true,,249,213,2,2,http://localhost:3001/character/4,3,0,0
1703106359423,1,Character by id,200,OK,Thread Group 1-42,text,true,,257,127,1,1,http://localhost:3001/character/1,1,0,0
1703106359425,1,Character creation,200,OK,Thread Group 1-42,text,true,,264,284,1,1,http://localhost:3001/character,1,0,0
1703106359426,2,Character change,200,OK,Thread Group 1-42,text,true,,266,285,2,2,http://localhost:3001/character/5,2,0,0
1703106359428,2,Deletion,200,OK,Thread Group 1-42,text,true,,249,213,2,2,http://localhost:3001/character/4,2,0,0
1703106359428,3,Get characters,200,OK,Thread Group 1-43,text,true,,353,126,1,1,http://localhost:3001/characters,2,0,0
1703106359431,1,Character by id,200,OK,Thread Group 1-43,text,true,,257,127,1,1,http://localhost:3001/character/1,1,0,0
1703106359433,1,Character creation,200,OK,Thread Group 1-43,text,true,,264,284,2,2,http://localhost:3001/character,1,0,0
1703106359434,2,Get characters,200,OK,Thread Group 1-44,text,true,,383,126,2,2,http://localhost:3001/characters,2,0,0
1703106359435,2,Character change,200,OK,Thread Group 1-43,text,true,,266,285,2,2,http://localhost:3001/character/5,2,0,0
1703106359436,2,Character by id,200,OK,Thread Group 1-44,text,true,,257,127,2,2,http://localhost:3001/character/1,2,0,0
1703106359437,2,Deletion,200,OK,Thread Group 1-43,text,true,,249,213,2,2,http://localhost:3001/character/4,2,0,0
1703106359438,2,Character creation,200,OK,Thread Group 1-44,text,true,,264,284,1,1,http://localhost:3001/character,2,0,0
1703106359440,2,Character change,200,OK,Thread Group 1-44,text,true,,266,285,1,1,http://localhost:3001/character/5,2,0,0
1703106359442,1,Deletion,200,OK,Thread Group 1-44,text,true,,249,213,1,1,http://localhost:3001/character/4,1,0,0
1703106359448,2,Get characters,200,OK,Thread Group 1-45,text,true,,353,126,1,1,http://localhost:3001/characters,2,0,0
1703106359450,1,Character by id,200,OK,Thread Group 1-45,text,true,,257,127,1,1,http://localhost:3001/character/1,1,0,0
1703106359452,1,Character creation,200,OK,Thread Group 1-45,text,true,,264,284,1,1,http://localhost:3001/character,1,0,0
1703106359453,2,Character change,200,OK,Thread Group 1-45,text,true,,266,285,2,2,http://localhost:3001/character/5,2,0,0
1703106359456,1,Deletion,200,OK,Thread Group 1-45,text,true,,249,213,2,2,http://localhost:3001/character/4,1,0,0
1703106359455,3,Get characters,200,OK,Thread Group 1-46,text,true,,353,126,1,1,http://localhost:3001/characters,3,0,0
1703106359458,1,Character by id,200,OK,Thread Group 1-46,text,true,,257,127,1,1,http://localhost:3001/character/1,1,0,0
1703106359460,1,Character creation,200,OK,Thread Group 1-46,text,true,,264,284,1,1,http://localhost:3001/character,1,0,0
1703106359461,2,Character change,200,OK,Thread Group 1-46,text,true,,266,285,1,1,http://localhost:3001/character/5,2,0,0
1703106359463,2,Deletion,200,OK,Thread Group 1-46,text,true,,249,213,2,2,http://localhost:3001/character/4,2,0,0
1703106359465,3,Get characters,200,OK,Thread Group 1-47,text,true,,353,126,1,1,http://localhost:3001/characters,3,0,0
